Cell,Drug,ic50
ACH-000804,49846579,1.153032
ACH-000804,11228183,2.440587
ACH-000804,46843057,0.432964
ACH-000804,56645356,3.466404
ACH-000804,78209992,3.371112
ACH-000804,54761306,2.4609
ACH-000804,52913813,2.27001
ACH-000804,71496458,1.066822
ACH-000804,9933475,1.605823
ACH-000804,24788740,1.842471
ACH-000804,56941241,5.742572
ACH-000804,70676303,-0.259263
ACH-000804,68107965,3.458914
ACH-000804,91668541,4.080988
ACH-000804,10385095,-0.742208
ACH-000804,227681,6.31591
ACH-000804,9825149,3.079672
ACH-000804,46931953,3.297493
ACH-000804,68289010,2.251945
ACH-000804,992586,1.264797
ACH-000804,2984337,2.414581
ACH-000804,11178236,-4.443814
ACH-000804,71297207,3.889908
ACH-000804,11640390,2.969256
ACH-000804,41867,-1.409889
ACH-000804,2907,5.890443
ACH-000804,24360,-3.088806
ACH-000804,6710780,-2.940818
ACH-000804,84691,3.004565
ACH-000804,6253,3.903015
ACH-000804,148124,-3.391484
ACH-000804,126941,-1.126299
ACH-000804,123631,4.098604
ACH-000804,24978538,2.765496
ACH-000804,5311,0.925479
ACH-000804,644241,3.061993
ACH-000804,44182295,4.520036
ACH-000804,6918289,1.500358
ACH-000804,23725625,4.956538
ACH-000804,11960529,5.122848
ACH-000804,5328940,4.329641
ACH-000804,216326,5.636954
ACH-000804,11152667,1.297726
ACH-000804,9943465,2.971664
ACH-000386,126565,-1.960499
ACH-000386,176158,4.939631
ACH-000386,6505803,1.727081
ACH-000386,5311497,-2.841845
ACH-000386,11667893,3.975414
ACH-000386,5278396,4.384235
ACH-000386,10184653,1.662464
ACH-000386,24776445,4.188611
ACH-000386,24180719,4.455043
ACH-000386,11327430,2.331209
ACH-000386,16720766,0.251139
ACH-000386,11488320,3.985892
ACH-000386,156422,4.9454
ACH-000386,11624601,4.292913
ACH-000386,51042438,4.561674
ACH-000386,24737642,4.47357
ACH-000386,10384072,1.042771
ACH-000386,11433190,4.300503
ACH-000386,208908,4.850576
ACH-000386,1401,0.118924
ACH-000386,9914412,1.969118
ACH-000386,24771867,0.570172
ACH-000386,56649450,4.472397
ACH-000386,46930998,3.516382
ACH-000386,5330286,2.75583
ACH-000386,51001932,3.295211
ACH-000386,57345410,4.916702
ACH-000386,11977753,0.126707
ACH-000386,17755052,2.836096
ACH-000386,25262965,1.535663
ACH-000386,9826528,1.163028
ACH-000386,24866313,3.003182
ACH-000386,10127622,2.864332
ACH-000386,9927531,4.847371
ACH-000386,2155128,2.574215
ACH-000386,3899,5.264348
ACH-000386,2314623,4.670223
ACH-000386,11404337,0.981068
ACH-000386,9938202,2.874945
ACH-000386,25227847,4.959035
ACH-000386,46883536,3.630301
ACH-000386,3385,5.286551
ACH-000386,68947304,4.971708
ACH-000386,11634725,2.472781
ACH-000386,16224745,2.189417
ACH-000386,3062316,0.971364
ACH-000386,36314,-1.223609
ACH-000386,4261,1.171976
ACH-000386,11626560,2.704641
ACH-000386,118704762,4.194826
ACH-000386,216239,1.07763
ACH-000386,11364421,-1.579207
ACH-000386,46926973,3.678431
ACH-000386,60838,1.58796
ACH-000386,5310940,2.951152
ACH-000386,117072552,4.97083
ACH-000386,51000408,2.455884
ACH-000386,25124816,3.740482
ACH-000386,59472121,1.802734
ACH-000386,72200024,3.542763
ACH-000386,42623951,4.971321
ACH-000386,49847690,0.200492
ACH-000386,53469448,2.06159
ACH-000386,78243717,4.969999
ACH-000386,24753719,4.747201
ACH-000386,57519544,4.068827
ACH-000386,46943432,2.056127
ACH-000386,9936746,2.4603
ACH-000386,71268957,2.626917
ACH-000386,60167849,4.494677
ACH-000386,59473233,3.777038
ACH-000386,44462758,3.407569
ACH-000386,44631912,3.530459
ACH-000386,71299339,4.41399
ACH-000386,1018,4.9475
ACH-000386,52918385,3.092298
ACH-000386,11609586,3.509695
ACH-000386,42642645,-0.176201
ACH-000386,46907787,-0.404649
ACH-000386,71271629,2.983418
ACH-000386,56962337,1.890287
ACH-000386,176870,2.405245
ACH-000386,9931953,2.984433
ACH-000386,24958200,2.824479
ACH-000386,24856436,0.323259
ACH-000386,46926350,-3.358991
ACH-000386,60750,-2.113772
ACH-000386,387447,-5.410711
ACH-000386,2733526,3.979804
ACH-000386,104741,2.817328
ACH-000386,56962336,5.074623
ACH-000386,44632017,0.448603
ACH-000386,9813758,2.807744
ACH-000386,25099184,0.418451
ACH-000386,51039095,-1.239049
ACH-000386,24821094,2.830215
ACH-000386,70983932,4.546673
ACH-000386,46236925,-1.571505
ACH-000386,11655119,4.952641
ACH-000386,35397514,4.696268
ACH-000386,2802462,4.705135
ACH-000386,73555129,3.879587
ACH-000386,462382,-0.838355
ACH-000386,11707110,0.574039
ACH-000386,44462760,2.649955
ACH-000386,5394,6.136646
ACH-000386,5460769,4.734941
ACH-000386,49846579,-1.494587
ACH-000386,11228183,-1.804676
ACH-000386,46843057,4.126543
ACH-000386,56645356,4.648287
ACH-000386,78209992,2.87908
ACH-000386,54761306,1.531988
ACH-000386,52913813,3.23582
ACH-000386,71496458,2.625027
ACH-000386,9933475,1.602543
ACH-000386,24788740,4.959041
ACH-000386,56941241,4.906802
ACH-000386,70676303,2.253068
ACH-000386,68107965,4.972253
ACH-000386,91668541,4.312204
ACH-000386,10385095,0.828753
ACH-000386,227681,4.596532
ACH-000386,9825149,3.014253
ACH-000386,46931953,3.077995
ACH-000386,68289010,2.449315
ACH-000386,992586,3.084951
ACH-000386,2984337,2.856582
ACH-000386,11178236,0.038789
ACH-000386,71297207,4.541165
ACH-000386,104842,-4.95048
ACH-000386,25126798,3.614344
ACH-000386,11640390,4.750727
ACH-000386,41867,-0.307152
ACH-000386,2907,4.972253
ACH-000386,24360,-3.40149
ACH-000386,6710780,-5.680666
ACH-000386,84691,2.599089
ACH-000386,6253,-0.145275
ACH-000386,148124,-3.946182
ACH-000386,126941,-0.225446
ACH-000386,123631,3.349407
ACH-000386,24978538,-2.478625
ACH-000386,5311,0.251491
ACH-000386,644241,2.484771
ACH-000386,44182295,2.145867
ACH-000386,6918289,0.500086
ACH-000386,23725625,4.303145
ACH-000386,11960529,4.800366
ACH-000386,5328940,1.852677
ACH-000386,216326,3.628279
ACH-000386,6450551,0.104521
ACH-000386,11152667,-0.034951
ACH-000386,9943465,2.599336
ACH-000636,126565,-2.977387
ACH-000636,176158,4.385858
ACH-000636,6505803,0.461612
ACH-000636,5311497,-5.505838
ACH-000636,11667893,4.198369
ACH-000636,5278396,3.124221
ACH-000636,10184653,0.360576
ACH-000636,24776445,3.437822
ACH-000636,24180719,4.175114
ACH-000636,11327430,1.431634
ACH-000636,16720766,-1.132048
ACH-000636,11488320,3.198703
ACH-000636,156422,4.452779
ACH-000636,11624601,3.958831
ACH-000636,10384072,0.247252
ACH-000636,11433190,3.247442
ACH-000636,208908,1.111025
ACH-000636,1401,1.229419
ACH-000636,9914412,-0.837479
ACH-000636,24771867,-2.235928
ACH-000636,56649450,1.409695
ACH-000636,46930998,-0.2895
ACH-000636,5330286,-1.541335
ACH-000636,51001932,-1.198356
ACH-000636,57345410,4.475519
ACH-000636,11977753,-3.144661
ACH-000636,17755052,-0.795715
ACH-000636,25262965,-0.698205
ACH-000636,9826528,3.022182
ACH-000636,24866313,1.401639
ACH-000636,10127622,4.255787
ACH-000636,9927531,4.532098
ACH-000636,2314623,4.287349
ACH-000636,11404337,-2.251677
ACH-000636,9938202,1.874799
ACH-000636,25227847,1.3477
ACH-000636,46883536,1.730835
ACH-000636,3385,3.063505
ACH-000636,68947304,2.136183
ACH-000636,11634725,2.235297
ACH-000636,16224745,0.175794
ACH-000636,3062316,1.308975
ACH-000636,36314,-4.771135
ACH-000636,11626560,0.159556
ACH-000636,118704762,4.532098
ACH-000636,216239,2.034493
ACH-000636,11364421,-6.247839
ACH-000636,46926973,2.63222
ACH-000636,60838,-0.324793
ACH-000636,5310940,1.107066
ACH-000636,117072552,2.747029
ACH-000636,51000408,1.972369
ACH-000636,25124816,0.183544
ACH-000636,44631912,1.176421
ACH-000636,11609586,2.077559
ACH-000636,42642645,-1.173241
ACH-000636,46907787,-1.894871
ACH-000636,11455910,1.045661
ACH-000636,71271629,2.458579
ACH-000636,56962337,0.34414
ACH-000636,176870,1.387907
ACH-000636,9931953,2.307024
ACH-000636,24856436,-1.701093
ACH-000636,60750,-3.537216
ACH-000636,387447,-5.570942
ACH-000636,2733526,2.392672
ACH-000636,104741,0.543489
ACH-000636,56962336,4.532098
ACH-000636,44632017,0.022044
ACH-000636,6914657,-7.312357
ACH-000636,51039095,1.506494
ACH-000636,70983932,4.390846
ACH-000636,462382,-1.600976
ACH-000636,11707110,2.467872
ACH-000636,44462760,4.272872
ACH-000636,5394,4.263852
ACH-000636,5460769,2.502357
ACH-000636,49846579,0.76722
ACH-000636,11228183,-0.116636
ACH-000636,46843057,-0.699707
ACH-000636,56645356,3.616934
ACH-000636,78209992,1.704639
ACH-000636,54761306,-0.323378
ACH-000636,52913813,1.299658
ACH-000636,71496458,0.2555
ACH-000636,9933475,0.792516
ACH-000636,24788740,0.67509
ACH-000636,56941241,4.476251
ACH-000636,70676303,-0.725098
ACH-000636,68107965,2.436455
ACH-000636,91668541,1.751808
ACH-000636,10385095,-0.327823
ACH-000636,227681,1.797862
ACH-000636,9825149,0.893562
ACH-000636,46931953,2.329199
ACH-000636,68289010,2.229513
ACH-000636,992586,2.295727
ACH-000636,2984337,3.056856
ACH-000636,11178236,-4.442903
ACH-000636,71297207,-1.002415
ACH-000636,104842,-6.738547
ACH-000636,11640390,2.629276
ACH-000636,41867,-3.43424
ACH-000636,2907,4.531778
ACH-000636,24360,-5.173864
ACH-000636,6710780,-6.523183
ACH-000636,84691,0.684582
ACH-000636,6253,-3.931726
ACH-000636,148124,-5.957033
ACH-000636,123631,2.921107
ACH-000636,24978538,-0.812582
ACH-000636,5311,-0.585908
ACH-000636,644241,1.818318
ACH-000636,44182295,3.102582
ACH-000636,6918289,-0.023226
ACH-000636,23725625,2.521322
ACH-000636,11960529,4.111295
ACH-000636,5328940,0.406499
ACH-000636,216326,3.479151
ACH-000636,6450551,0.553349
ACH-000636,11152667,-1.987041
ACH-000636,9943465,2.802552
ACH-000277,126565,1.242709
ACH-000277,176158,4.812347
ACH-000277,6505803,-1.134637
ACH-000277,5311497,0.939706
ACH-000277,11667893,5.168061
ACH-000277,5278396,4.269451
ACH-000277,24776445,4.782931
ACH-000277,24180719,5.484397
ACH-000277,11327430,3.329654
ACH-000277,16720766,2.138344
ACH-000277,11488320,1.648153
ACH-000277,156422,2.545978
ACH-000277,51042438,2.129308
ACH-000277,24737642,5.549425
ACH-000277,10384072,2.837455
ACH-000277,11433190,4.867274
ACH-000277,208908,1.238208
ACH-000277,1401,3.949381
ACH-000277,9914412,2.90314
ACH-000277,24771867,5.201397
ACH-000277,56649450,4.202484
ACH-000277,46930998,2.517315
ACH-000277,5330286,3.835054
ACH-000277,51001932,3.232953
ACH-000277,57345410,5.648318
ACH-000277,11977753,-0.321582
ACH-000277,17755052,1.932421
ACH-000277,25262965,0.417692
ACH-000277,9826528,3.669222
ACH-000277,24866313,3.189259
ACH-000277,10127622,4.869538
ACH-000277,9927531,4.089417
ACH-000277,2155128,2.927576
ACH-000277,3899,5.482255
ACH-000277,2314623,5.401238
ACH-000277,11404337,2.758228
ACH-000277,9938202,2.423744
ACH-000277,25227847,3.24807
ACH-000277,46883536,3.45808
ACH-000277,3385,6.449567
ACH-000277,68947304,5.182078
ACH-000277,11634725,4.485872
ACH-000277,16224745,3.098675
ACH-000277,3062316,4.011489
ACH-000277,36314,1.304958
ACH-000277,4261,2.778889
ACH-000277,11626560,5.208105
ACH-000277,118704762,5.520663
ACH-000277,216239,1.968601
ACH-000277,11364421,3.849283
ACH-000277,46926973,3.487024
ACH-000277,60838,4.086373
ACH-000277,5310940,4.914633
ACH-000277,117072552,4.874272
ACH-000277,51000408,5.450845
ACH-000277,25124816,3.527139
ACH-000277,5494449,5.307943
ACH-000277,59472121,3.666119
ACH-000277,72200024,4.59818
ACH-000277,42623951,5.097646
ACH-000277,49847690,1.344606
ACH-000277,53469448,3.426491
ACH-000277,78243717,4.240483
ACH-000277,24753719,4.943272
ACH-000277,57519544,4.139124
ACH-000277,46943432,4.40066
ACH-000277,9936746,5.019031
ACH-000277,71268957,2.047289
ACH-000277,60167849,2.988308
ACH-000277,59473233,4.623523
ACH-000277,44462758,3.934015
ACH-000277,44631912,3.737247
ACH-000277,71299339,3.019549
ACH-000277,1018,4.595048
ACH-000277,51371303,4.821193
ACH-000277,52918385,6.648037
ACH-000277,11609586,3.493025
ACH-000277,44137675,4.324026
ACH-000277,42642645,4.53545
ACH-000277,46907787,4.608854
ACH-000277,71271629,5.494412
ACH-000277,56962337,0.6823
ACH-000277,176870,2.578718
ACH-000277,9931953,3.698213
ACH-000277,24958200,5.525609
ACH-000277,24856436,3.220675
ACH-000277,46926350,0.21732
ACH-000277,60750,4.773775
ACH-000277,387447,-4.313804
ACH-000277,16095342,3.185378
ACH-000277,2733526,3.337115
ACH-000277,104741,3.150249
ACH-000277,56962336,5.703492
ACH-000277,44632017,6.242572
ACH-000277,9813758,5.153471
ACH-000277,25099184,5.483864
ACH-000277,51039095,1.078058
ACH-000277,70983932,5.505015
ACH-000277,46236925,-0.558455
ACH-000277,11655119,4.759087
ACH-000277,35397514,3.629683
ACH-000277,2802462,4.487578
ACH-000277,73555129,4.18479
ACH-000277,462382,-0.48813
ACH-000277,11707110,2.161148
ACH-000277,44462760,5.832026
ACH-000277,5394,7.15877
ACH-000277,5460769,6.007485
ACH-000277,49846579,3.078682
ACH-000277,11228183,3.356132
ACH-000277,46843057,2.583327
ACH-000277,56645356,3.434491
ACH-000277,78209992,2.519747
ACH-000277,54761306,3.758441
ACH-000277,52913813,3.727894
ACH-000277,71496458,-0.105295
ACH-000277,9933475,4.145984
ACH-000277,24788740,1.607278
ACH-000277,56941241,3.387214
ACH-000277,70676303,2.742508
ACH-000277,68107965,5.099714
ACH-000277,91668541,4.407021
ACH-000277,10385095,0.745049
ACH-000277,227681,3.811036
ACH-000277,9825149,3.950276
ACH-000277,46931953,2.748187
ACH-000277,68289010,2.180902
ACH-000277,992586,3.121178
ACH-000277,2984337,4.243189
ACH-000277,11178236,-1.060684
ACH-000277,71297207,4.826117
ACH-000277,104842,4.034701
ACH-000277,25126798,4.692878
ACH-000277,11640390,4.127823
ACH-000277,41867,1.136174
ACH-000277,2907,3.544837
ACH-000277,24360,1.133075
ACH-000277,6710780,-0.819159
ACH-000277,84691,4.369378
ACH-000277,6253,3.723727
ACH-000277,148124,-0.606803
ACH-000277,123631,2.392578
ACH-000277,24978538,2.054571
ACH-000277,5311,1.798977
ACH-000277,644241,1.609841
ACH-000277,44182295,4.273691
ACH-000277,6918289,1.554912
ACH-000277,23725625,4.668435
ACH-000277,11960529,5.110977
ACH-000277,5328940,2.627317
ACH-000277,216326,5.373081
ACH-000277,6450551,3.473949
ACH-000277,11152667,5.020503
ACH-000790,126565,-0.206135
ACH-000790,176158,5.131134
ACH-000790,6505803,-0.004546
ACH-000790,5311497,-2.876948
ACH-000790,11667893,5.132601
ACH-000790,5278396,5.038485
ACH-000790,10184653,1.196668
ACH-000790,24776445,2.72
ACH-000790,24180719,3.839739
ACH-000790,11327430,3.436361
ACH-000790,16720766,1.399688
ACH-000790,11488320,4.236803
ACH-000790,156422,5.144444
ACH-000790,11624601,4.718857
ACH-000790,51042438,2.937258
ACH-000790,24737642,5.049882
ACH-000790,10384072,0.94114
ACH-000790,11433190,4.434731
ACH-000790,208908,2.678679
ACH-000790,1401,3.979712
ACH-000790,9914412,3.480842
ACH-000790,24771867,4.975375
ACH-000790,56649450,3.951784
ACH-000790,46930998,2.967189
ACH-000790,5330286,2.568151
ACH-000790,51001932,4.245849
ACH-000790,57345410,4.956845
ACH-000790,11977753,-2.19339
ACH-000790,17755052,2.59881
ACH-000790,25262965,0.45529
ACH-000790,9826528,1.941566
ACH-000790,24866313,3.843706
ACH-000790,10127622,3.379569
ACH-000790,9927531,4.743696
ACH-000790,2155128,1.892212
ACH-000790,3899,4.932907
ACH-000790,2314623,5.090722
ACH-000790,11404337,0.203814
ACH-000790,9938202,2.4107
ACH-000790,25227847,3.524421
ACH-000790,46883536,3.932762
ACH-000790,3385,4.019604
ACH-000790,68947304,4.291172
ACH-000790,11634725,2.108807
ACH-000790,16224745,2.655549
ACH-000790,3062316,3.947721
ACH-000790,36314,-2.5565
ACH-000790,4261,1.189973
ACH-000790,11626560,2.787335
ACH-000790,118704762,4.407029
ACH-000790,216239,1.566055
ACH-000790,11364421,-3.763106
ACH-000790,46926973,2.730967
ACH-000790,60838,2.485809
ACH-000790,5310940,3.462333
ACH-000790,117072552,4.816934
ACH-000790,51000408,3.87488
ACH-000790,25124816,3.01186
ACH-000790,59472121,2.704144
ACH-000790,72200024,3.455679
ACH-000790,42623951,4.26682
ACH-000790,49847690,3.610346
ACH-000790,53469448,3.167089
ACH-000790,78243717,4.66812
ACH-000790,24753719,2.660885
ACH-000790,57519544,2.879314
ACH-000790,46943432,3.430859
ACH-000790,9936746,2.294048
ACH-000790,71268957,2.069895
ACH-000790,60167849,3.362697
ACH-000790,59473233,3.068235
ACH-000790,44462758,2.198793
ACH-000790,44631912,3.522888
ACH-000790,71299339,2.509786
ACH-000790,1018,3.827386
ACH-000790,52918385,3.875533
ACH-000790,11609586,3.318106
ACH-000790,42642645,1.208614
ACH-000790,46907787,3.269987
ACH-000790,11455910,-0.394998
ACH-000790,71271629,4.171478
ACH-000790,56962337,1.977966
ACH-000790,176870,2.932814
ACH-000790,9931953,2.9572
ACH-000790,24958200,4.708498
ACH-000790,24856436,0.281501
ACH-000790,46926350,-3.470178
ACH-000790,60750,0.967012
ACH-000790,387447,-5.227817
ACH-000790,2733526,2.672572
ACH-000790,104741,2.010468
ACH-000790,56962336,3.785981
ACH-000790,44632017,0.414419
ACH-000790,6914657,-5.424987
ACH-000790,9813758,2.677273
ACH-000790,25099184,1.484718
ACH-000790,51039095,3.068494
ACH-000790,24821094,5.148083
ACH-000790,70983932,5.017115
ACH-000790,46236925,-0.990707
ACH-000790,11655119,4.751383
ACH-000790,35397514,3.515598
ACH-000790,2802462,4.968434
ACH-000790,73555129,3.341063
ACH-000790,462382,-1.054416
ACH-000790,11707110,1.446898
ACH-000790,44462760,4.159515
ACH-000790,5394,5.970479
ACH-000790,5460769,2.960982
ACH-000790,49846579,0.472913
ACH-000790,11228183,-0.20634
ACH-000790,46843057,2.451952
ACH-000790,56645356,3.932917
ACH-000790,78209992,2.027376
ACH-000790,54761306,2.431884
ACH-000790,52913813,4.371347
ACH-000790,71496458,1.852589
ACH-000790,9933475,1.434062
ACH-000790,24788740,3.601085
ACH-000790,56941241,4.054167
ACH-000790,70676303,0.722519
ACH-000790,68107965,3.475567
ACH-000790,91668541,3.285715
ACH-000790,10385095,-1.49678
ACH-000790,227681,4.955502
ACH-000790,9825149,2.215417
ACH-000790,46931953,4.134467
ACH-000790,68289010,2.902984
ACH-000790,992586,1.214967
ACH-000790,2984337,3.447881
ACH-000790,11178236,-2.770482
ACH-000790,71297207,3.181609
ACH-000790,104842,3.198276
ACH-000790,25126798,5.014045
ACH-000790,11640390,3.73057
ACH-000790,41867,-0.220526
ACH-000790,2907,4.98058
ACH-000790,24360,-1.344657
ACH-000790,6710780,-5.394278
ACH-000790,84691,2.658743
ACH-000790,6253,1.502825
ACH-000790,148124,-5.199623
ACH-000790,123631,2.543026
ACH-000790,24978538,-0.112805
ACH-000790,5311,1.231691
ACH-000790,644241,1.877874
ACH-000790,44182295,2.793066
ACH-000790,6918289,0.989111
ACH-000790,23725625,3.774023
ACH-000790,11960529,4.015421
ACH-000790,5328940,2.227676
ACH-000790,216326,5.13585
ACH-000790,6450551,2.249604
ACH-000790,11152667,-0.296959
ACH-000790,9943465,3.542809
ACH-000930,126565,-0.62076
ACH-000930,176158,6.381352
ACH-000930,6505803,-0.943752
ACH-000930,5311497,-2.488323
ACH-000930,11667893,5.164243
ACH-000930,5278396,5.124212
ACH-000930,300471,-1.157783
ACH-000930,10184653,1.514947
ACH-000930,24776445,4.478848
ACH-000930,24180719,3.273176
ACH-000930,10077147,1.932364
ACH-000930,11327430,1.873854
ACH-000930,10459196,5.201661
ACH-000930,16720766,-0.859078
ACH-000930,11488320,2.7995
ACH-000930,156422,3.5567
ACH-000930,11624601,4.518443
ACH-000930,51042438,-0.303445
ACH-000930,24737642,4.037511
ACH-000930,10384072,1.053498
ACH-000930,11433190,4.529208
ACH-000930,208908,1.993195
ACH-000930,1401,3.238717
ACH-000930,9914412,1.301742
ACH-000930,24771867,2.345224
ACH-000930,56649450,2.02115
ACH-000930,46930998,1.241151
ACH-000930,5330286,3.847
ACH-000930,51001932,0.419508
ACH-000930,57345410,5.729129
ACH-000930,11977753,-1.527158
ACH-000930,17755052,0.506786
ACH-000930,25262965,-0.710124
ACH-000930,9826528,2.006109
ACH-000930,24866313,2.021245
ACH-000930,10127622,4.011562
ACH-000930,9927531,5.6048
ACH-000930,2155128,3.560412
ACH-000930,3899,5.520689
ACH-000930,2314623,4.731101
ACH-000930,11404337,0.84775
ACH-000930,9938202,2.591955
ACH-000930,25227847,4.273216
ACH-000930,46883536,3.640209
ACH-000930,3385,4.685772
ACH-000930,68947304,5.893402
ACH-000930,11634725,1.185557
ACH-000930,16224745,1.075376
ACH-000930,3062316,1.051128
ACH-000930,36314,-2.21181
ACH-000930,4261,2.230463
ACH-000930,11626560,1.840215
ACH-000930,118704762,3.584876
ACH-000930,216239,2.523297
ACH-000930,11364421,1.26411
ACH-000930,46926973,3.64785
ACH-000930,60838,3.298802
ACH-000930,5310940,4.713028
ACH-000930,117072552,2.834969
ACH-000930,51000408,2.025379
ACH-000930,25124816,3.489825
ACH-000930,5494449,1.88244
ACH-000930,59472121,0.352312
ACH-000930,72200024,3.557181
ACH-000930,42623951,5.329946
ACH-000930,49847690,1.374969
ACH-000930,53469448,3.84394
ACH-000930,78243717,6.18587
ACH-000930,24753719,2.843596
ACH-000930,57519544,3.43463
ACH-000930,46943432,2.016738
ACH-000930,9936746,1.722736
ACH-000930,71268957,3.124888
ACH-000930,60167849,4.429715
ACH-000930,59473233,3.668778
ACH-000930,44462758,1.663172
ACH-000930,44631912,3.467485
ACH-000930,71299339,4.019513
ACH-000930,1018,6.075094
ACH-000930,51371303,3.661308
ACH-000930,52918385,2.800514
ACH-000930,11609586,2.05487
ACH-000930,44137675,3.555187
ACH-000930,42642645,0.752286
ACH-000930,46907787,1.876744
ACH-000930,71271629,4.005727
ACH-000930,54685215,2.810525
ACH-000930,9956119,4.108427
ACH-000930,56962337,2.212828
ACH-000930,176870,3.737608
ACH-000930,9931953,4.747839
ACH-000930,24958200,3.966323
ACH-000930,24856436,0.347306
ACH-000930,46926350,-2.179513
ACH-000930,60750,2.709458
ACH-000930,387447,-5.808693
ACH-000930,16095342,2.330532
ACH-000930,9858940,4.314869
ACH-000930,2733526,4.073794
ACH-000930,104741,3.874715
ACH-000930,56962336,5.178922
ACH-000930,44632017,1.958287
ACH-000930,637858,2.249466
ACH-000930,6914657,-4.423215
ACH-000930,9813758,2.555313
ACH-000930,25099184,1.411848
ACH-000930,51039095,2.866826
ACH-000930,24821094,1.425099
ACH-000930,46236925,0.586936
ACH-000930,11655119,4.8528
ACH-000930,35397514,5.050984
ACH-000930,2802462,4.968651
ACH-000930,73555129,5.083352
ACH-000930,462382,-2.042506
ACH-000930,11707110,0.497416
ACH-000930,44462760,5.233328
ACH-000930,5394,7.380573
ACH-000930,49846579,2.429361
ACH-000930,11228183,-0.854188
ACH-000930,46843057,-0.384524
ACH-000930,56645356,4.684488
ACH-000930,78209992,2.346368
ACH-000930,54761306,-0.200821
ACH-000930,52913813,2.333798
ACH-000930,71496458,0.094346
ACH-000930,9933475,1.957834
ACH-000930,24788740,0.710519
ACH-000930,56941241,5.891357
ACH-000930,70676303,0.41021
ACH-000930,68107965,4.581138
ACH-000930,91668541,3.418308
ACH-000930,10385095,0.822245
ACH-000930,227681,5.376381
ACH-000930,9825149,1.93835
ACH-000930,46931953,3.779978
ACH-000930,68289010,3.932729
ACH-000930,2984337,2.401465
ACH-000930,11178236,-4.041814
ACH-000930,71297207,-1.324587
ACH-000930,104842,-0.949648
ACH-000930,2375,4.810485
ACH-000930,25126798,5.605005
ACH-000930,11640390,4.672608
ACH-000930,41867,-0.368444
ACH-000930,2907,5.774728
ACH-000930,24360,-0.347105
ACH-000930,84691,5.119945
ACH-000930,148124,-3.957345
ACH-000930,126941,2.083376
ACH-000930,444795,4.128096
ACH-000930,123631,2.937018
ACH-000930,24978538,-1.691501
ACH-000930,5311,1.110294
ACH-000930,644241,2.369907
ACH-000930,44182295,1.608602
ACH-000930,6918289,1.319097
ACH-000930,23725625,5.806878
ACH-000930,11960529,5.132903
ACH-000930,5328940,2.223719
ACH-000930,216326,6.003963
ACH-000930,6450551,1.980809
ACH-000930,11152667,-1.933952
ACH-000930,9943465,4.181213
ACH-000178,126565,0.667457
ACH-000178,176158,6.748777
ACH-000178,6505803,0.551064
ACH-000178,5311497,1.26404
ACH-000178,11667893,7.461904
ACH-000178,5278396,7.122532
ACH-000178,10184653,3.479282
ACH-000178,24776445,7.273067
ACH-000178,24180719,3.339322
ACH-000178,11327430,3.343527
ACH-000178,16720766,4.280544
ACH-000178,11488320,4.330549
ACH-000178,156422,6.738256
ACH-000178,11624601,6.02652
ACH-000178,10384072,2.232747
ACH-000178,11433190,7.488047
ACH-000178,208908,4.641555
ACH-000178,1401,4.205435
ACH-000178,9914412,4.188401
ACH-000178,24771867,4.821329
ACH-000178,56649450,5.215091
ACH-000178,46930998,4.489363
ACH-000178,5330286,5.045304
ACH-000178,51001932,4.122841
ACH-000178,57345410,7.340866
ACH-000178,11977753,-3.108146
ACH-000178,17755052,1.465511
ACH-000178,25262965,-1.388155
ACH-000178,9826528,-0.703267
ACH-000178,24866313,2.638866
ACH-000178,10127622,1.954164
ACH-000178,9927531,6.578053
ACH-000178,2314623,6.004193
ACH-000178,11404337,2.105026
ACH-000178,9938202,3.757851
ACH-000178,25227847,2.255705
ACH-000178,46883536,6.436801
ACH-000178,3385,7.70629
ACH-000178,68947304,5.604947
ACH-000178,11634725,3.334541
ACH-000178,16224745,3.067662
ACH-000178,3062316,2.157984
ACH-000178,36314,-0.053763
ACH-000178,11626560,6.519568
ACH-000178,118704762,7.146262
ACH-000178,216239,3.173832
ACH-000178,11364421,3.62122
ACH-000178,46926973,5.681594
ACH-000178,60838,7.6044
ACH-000178,5310940,5.035884
ACH-000178,117072552,4.493706
ACH-000178,51000408,5.841403
ACH-000178,25124816,4.569734
ACH-000178,44631912,5.173894
ACH-000178,11609586,5.027272
ACH-000178,42642645,1.329682
ACH-000178,46907787,3.562549
ACH-000178,11455910,6.268233
ACH-000178,71271629,5.644883
ACH-000178,56962337,3.877911
ACH-000178,176870,4.903506
ACH-000178,9931953,5.484338
ACH-000178,24856436,2.310666
ACH-000178,60750,3.529721
ACH-000178,387447,-3.786246
ACH-000178,2733526,3.250171
ACH-000178,104741,4.102997
ACH-000178,56962336,6.055413
ACH-000178,44632017,3.641047
ACH-000178,6914657,0.829761
ACH-000178,51039095,5.509858
ACH-000178,70983932,6.416681
ACH-000178,462382,-0.590576
ACH-000178,11707110,0.069908
ACH-000178,44462760,5.913659
ACH-000178,5394,8.532414
ACH-000178,5460769,3.854226
ACH-000178,49846579,6.237528
ACH-000178,11228183,2.491097
ACH-000178,46843057,3.275175
ACH-000178,56645356,6.049554
ACH-000178,78209992,4.070816
ACH-000178,54761306,2.5841
ACH-000178,52913813,2.622513
ACH-000178,71496458,2.823474
ACH-000178,9933475,2.422786
